query,response
What is the nutrition information for Air Fryer Roasted Pineapple?,"Here is the nutrition information for Air Fryer Roasted Pineapple: Total Fat 1g 1%,
 Saturated Fat 0g 1%,
 Sodium 7mg 0%,
 Total Carbohydrate 89g 33%,
 Dietary Fiber 10g 34%,
 Total Sugars 67g,
 Protein 4g,
 Vitamin C 326mg 1,
629%,
 Calcium 89mg 7%,
 Iron 2mg 11%,
 Potassium 743mg 16%"
What is the nutrition information for Air Fryer Roasted Pineapple?,"Here is the nutrition information for Air Fryer Roasted Pineapple: Total Fat 1g 1%,
 Saturated Fat 0g 1%,
 Sodium 7mg 0%,
 Total Carbohydrate 89g 33%,
 Dietary Fiber 10g 34%,
 Total Sugars 67g,
 Protein 4g,
 Vitamin C 326mg 1,
629%,
 Calcium 89mg 7%,
 Iron 2mg 11%,
 Potassium 743mg 16%"
What ingredients do I need to make Air Fryer Roasted Pineapple?,"To prepare Air Fryer Roasted Pineapple, follow these steps: 
Preheat the air fryer to 375 degrees F (190 degrees C)
 Line the air fryer basket with parchment paper

Core pineapple using a pineapple corer or slicer and slice into rings
 Place pineapple rings into the prepared basket

Air fry until slices start to roast, 8 to 10 minutes
 Flip slices over and air fry an additional 3 to 5 minutes
"
How long does it take to prepare Air Fryer Roasted Pineapple?,Air Fryer Roasted Pineapple usually takes 5 mins minutes to prepare and 15 mins minutes to cook.
How long does it take to prepare Air Fryer Roasted Pineapple?,Air Fryer Roasted Pineapple usually takes 5 mins minutes to prepare and 15 mins minutes to cook.
How do I make Green Papaya Salad?,"To prepare Green Papaya Salad, follow these steps: 
Combine garlic, chiles, and green beans into a mortar and pound roughly
 Add the papaya and pound again, to bruise the ingredients
 Stir in fish sauce, lime juice, and sugar and pound again
 Ad the tomato and pound to combine
 Stir in the chopped peanuts and serve

If you don't have a mortar and pestle, you can make a version of this in your blender or food processor: coarsely chop the garlic, chile peppers, and green beans
 Mix in the papaya, and pulse a few times
 Mix in the tomato, fish sauce, lime juice, and sugar
 Pulse to combine; salad should still have texture
 Transfer to a serving dish and stir in the peanuts
"
What is the prep and cook time for Green Papaya Salad?,Green Papaya Salad usually takes 20 mins minutes to prepare and nan minutes to cook.
What is the prep and cook time for Green Papaya Salad?,Green Papaya Salad usually takes 20 mins minutes to prepare and nan minutes to cook.
How long does it take to prepare Green Papaya Salad?,Green Papaya Salad usually takes 20 mins minutes to prepare and nan minutes to cook.
What are the steps to prepare Mango Papaya Salsa?,"To prepare Mango Papaya Salsa, follow these steps: 
In a medium bowl, mix mango, papaya, red bell pepper, avocado, sweet onion, cilantro, and balsamic vinegar
 Season with salt and pepper
 Cover, and chill in the refrigerator at least 30 minutes before serving
"
How long does it take to prepare Mango Papaya Salsa?,Mango Papaya Salsa usually takes 15 mins minutes to prepare and nan minutes to cook.
What are the steps to prepare Mango Papaya Salsa?,"To prepare Mango Papaya Salsa, follow these steps: 
In a medium bowl, mix mango, papaya, red bell pepper, avocado, sweet onion, cilantro, and balsamic vinegar
 Season with salt and pepper
 Cover, and chill in the refrigerator at least 30 minutes before serving
"
How do I make Mango Papaya Salsa?,"To prepare Mango Papaya Salsa, follow these steps: 
In a medium bowl, mix mango, papaya, red bell pepper, avocado, sweet onion, cilantro, and balsamic vinegar
 Season with salt and pepper
 Cover, and chill in the refrigerator at least 30 minutes before serving
"
How many servings does Fruit Batido yield?,Fruit Batido yields 6 servings. This is great for group serving meal.
Can you break down the steps to cook Fruit Batido?,"To prepare Fruit Batido, follow these steps: 
Blend milk, papaya, sugar, vanilla extract, and cinnamon together in a blender until smooth; add ice and blend until slushy
"
What is the nutrition information for Fruit Batido?,"Here is the nutrition information for Fruit Batido: Total Fat 5g 6%,
 Saturated Fat 3g 15%,
 Cholesterol 18mg 6%,
 Sodium 69mg 3%,
 Total Carbohydrate 17g 6%,
 Dietary Fiber 1g 2%,
 Total Sugars 16g,
 Protein 4g,
 Vitamin C 16mg 78%,
 Calcium 174mg 13%,
 Iron 0mg 1%,
 Potassium 253mg 5%"
How long does it take to prepare Papaya Surprise Smoothie?,Papaya Surprise Smoothie usually takes 10 mins minutes to prepare and nan minutes to cook.
What are the steps to prepare Papaya Surprise Smoothie?,"To prepare Papaya Surprise Smoothie, follow these steps: 
In a blender, blend the papaya, banana, strawberries, milk, sugar, and ice cubes until smooth
"
How many servings does Papaya Surprise Smoothie yield?,Papaya Surprise Smoothie yields 2 servings. This is great for group serving meal.
How many servings does Papaya Surprise Smoothie yield?,Papaya Surprise Smoothie yields 2 servings. This is great for group serving meal.
Can you break down the steps to cook Papaya Surprise Smoothie?,"To prepare Papaya Surprise Smoothie, follow these steps: 
In a blender, blend the papaya, banana, strawberries, milk, sugar, and ice cubes until smooth
"
What is the prep and cook time for Grilled Macadamia-Crusted Tuna with Papaya Salsa?,Grilled Macadamia-Crusted Tuna with Papaya Salsa usually takes 45 mins minutes to prepare and 5 mins minutes to cook.
Can you break down the steps to cook Grilled Macadamia-Crusted Tuna with Papaya Salsa?,"To prepare Grilled Macadamia-Crusted Tuna with Papaya Salsa, follow these steps: 
Combine the papaya, onion, and red pepper in a bowl
 Add the cilantro, lime juice, garlic, and hot chile paste
 Toss to combine, then refrigerate until ready to serve

Preheat an outdoor grill for high heat, and lightly oil grate

Brush the tuna steaks with olive oil, then season with salt and pepper
 Whisk the eggs in a shallow bowl until smooth
 Dip the tuna steaks in the egg, and allow excess egg to run off
 Press into the macadamia nuts

Cook the tuna steaks on the preheated grill to your desired degree of doneness, about 2 minutes per side for medium
 Serve with the papaya salsa
"
Can you break down the steps to cook Papaya Bruschetta?,"To prepare Papaya Bruschetta, follow these steps: 
Cut papaya in half and remove seeds
 Reserve 2 tablespoons of seeds for the dressing
 Peel and dice the papaya, and place in a medium bowl
 Add tomatoes, red onion, red pepper and basil, and set aside

In a food processor or blender, combine the papaya seeds, sugar, wine vinegar, oil, mustard and green onions
 Process until smooth and thick, and most of the seeds have broken up
 Pour over the papaya mixture and stir to coat all of the ingredients
 Serve with slices of baguette
"
What is the nutrition information for Papaya Bruschetta?,"Here is the nutrition information for Papaya Bruschetta: Total Fat 8g 10%,
 Saturated Fat 1g 7%,
 Sodium 373mg 16%,
 Total Carbohydrate 41g 15%,
 Dietary Fiber 3g 10%,
 Total Sugars 8g,
 Protein 8g,
 Vitamin C 38mg 189%,
 Calcium 42mg 3%,
 Iron 2mg 13%,
 Potassium 280mg 6%"
How long does it take to prepare Papaya Bruschetta?,Papaya Bruschetta usually takes 20 mins minutes to prepare and nan minutes to cook.
What ingredients do I need to make Tropical Island Fruit Salad?,"To prepare Tropical Island Fruit Salad, follow these steps: 
Toss pineapple, mangos, papayas, and bananas together in a large bowl
"
How many servings does Tropical Island Fruit Salad yield?,Tropical Island Fruit Salad yields 14 servings. This is great for group serving meal.
How do I make Tropical Island Fruit Salad?,"To prepare Tropical Island Fruit Salad, follow these steps: 
Toss pineapple, mangos, papayas, and bananas together in a large bowl
"
What is the nutrition information for Pawpaw (Papaya) And Mango Punch?,"Here is the nutrition information for Pawpaw (Papaya) And Mango Punch: Total Fat 0g 0%,
 Sodium 5mg 0%,
 Total Carbohydrate 15g 6%,
 Dietary Fiber 1g 3%,
 Total Sugars 13g,
 Protein 1g,
 Vitamin C 35mg 174%,
 Calcium 15mg 1%,
 Iron 0mg 1%,
 Potassium 150mg 3%"
What ingredients do I need to make Pawpaw (Papaya) And Mango Punch?,"To prepare Pawpaw (Papaya) And Mango Punch, follow these steps: 
Place the mango and papaya into a blender
 Cover, and puree until smooth; add the orange juice, lime juice, sugar, orange zest, and water
 Blend well
 Serve over crushed ice
"
What ingredients do I need to make Pawpaw (Papaya) And Mango Punch?,"To prepare Pawpaw (Papaya) And Mango Punch, follow these steps: 
Place the mango and papaya into a blender
 Cover, and puree until smooth; add the orange juice, lime juice, sugar, orange zest, and water
 Blend well
 Serve over crushed ice
"
What is the nutrition information for Pawpaw (Papaya) And Mango Punch?,"Here is the nutrition information for Pawpaw (Papaya) And Mango Punch: Total Fat 0g 0%,
 Sodium 5mg 0%,
 Total Carbohydrate 15g 6%,
 Dietary Fiber 1g 3%,
 Total Sugars 13g,
 Protein 1g,
 Vitamin C 35mg 174%,
 Calcium 15mg 1%,
 Iron 0mg 1%,
 Potassium 150mg 3%"
How long does it take to prepare Green Papaya Salad (Som Tam Malakor)?,Green Papaya Salad (Som Tam Malakor) usually takes 20 mins minutes to prepare and 10 mins minutes to cook.
What is the prep and cook time for Green Papaya Salad (Som Tam Malakor)?,Green Papaya Salad (Som Tam Malakor) usually takes 20 mins minutes to prepare and 10 mins minutes to cook.
Can you give me the full recipe for Green Papaya Salad (Som Tam Malakor)?,"Here is the full recipe for Green Papaya Salad (Som Tam Malakor):
Ingredients: ¼ cup peanuts, 2  Thai chiles, chopped, 3 cloves garlic, 1 tablespoon dried shrimp, 1 tablespoon white sugar, 2 medium limes, juiced, 2 tablespoons fish sauce, 1 medium papaya - peeled, seeded, and sliced, 1 cup cherry tomatoes, halved, ¼ cup fresh green beans, cut into 1-inch pieces, ½ medium carrot, peeled and shredded,   salt and ground black pepper to taste
Servings: 2
Prep time: 20 mins
Cook time: 10 mins
Directions: Preheat the oven to 350 degrees F (175 degrees C). Place peanuts on a baking sheet.
Toast in the preheated oven until fragrant and browned, 7 to 8 minutes. Let cool for 5 minutes.
Grind roasted peanuts, Thai chilies, garlic, dried shrimp, and sugar in a mortar and pestle or food processor. Stir in lime juice and fish sauce to make dressing.
Toss papaya, tomatoes, green beans, and carrot with dressing. Season with salt and pepper.
Nutrition: Total Fat 10g 13%,
 Saturated Fat 1g 7%,
 Cholesterol 5mg 2%,
 Sodium 1126mg 49%,
 Total Carbohydrate 37g 14%,
 Dietary Fiber 7g 26%,
 Total Sugars 17g,
 Protein 9g,
 Vitamin C 197mg 985%,
 Calcium 89mg 7%,
 Iron 2mg 12%,
 Potassium 855mg 18%"
How many servings does Green Papaya Salad (Som Tam Malakor) yield?,Green Papaya Salad (Som Tam Malakor) yields 2 servings. This is great for group serving meal.
How many servings does Green Papaya Salad (Som Tam Malakor) yield?,Green Papaya Salad (Som Tam Malakor) yields 2 servings. This is great for group serving meal.
How long does it take to prepare Mango Papaya Fruit Salad?,Mango Papaya Fruit Salad usually takes 20 mins minutes to prepare and nan minutes to cook.
What is the prep and cook time for Mango Papaya Fruit Salad?,Mango Papaya Fruit Salad usually takes 20 mins minutes to prepare and nan minutes to cook.
What ingredients do I need to make Mexican Green Papaya Salad?,"To prepare Mexican Green Papaya Salad, follow these steps: 
Blend cilantro, garlic, lime juice, olive oil, brown sugar, chili powder, and salt in a blender until smooth

Toss shredded papaya, black beans, corn, and red bell pepper together in a large mixing bowl; add dressing and toss to coat

Cover bowl with plastic wrap and refrigerate at least 30 minutes
"
What ingredients do I need to make Mexican Green Papaya Salad?,"To prepare Mexican Green Papaya Salad, follow these steps: 
Blend cilantro, garlic, lime juice, olive oil, brown sugar, chili powder, and salt in a blender until smooth

Toss shredded papaya, black beans, corn, and red bell pepper together in a large mixing bowl; add dressing and toss to coat

Cover bowl with plastic wrap and refrigerate at least 30 minutes
"
What is the prep and cook time for Mexican Green Papaya Salad?,Mexican Green Papaya Salad usually takes 20 mins minutes to prepare and nan minutes to cook.
What ingredients do I need to make Papaya-Stuffed Chicken and Basmati Rice?,"To prepare Papaya-Stuffed Chicken and Basmati Rice, follow these steps: 
Preheat an oven to 350 degrees F (175 degrees C)
 Line a baking sheet with aluminum foil

Lay a chicken breast flat onto your work surface
 Use the tip of a sharp boning or paring knife to cut a pocket in the chicken breast through a 2 inch slit in the side
 Repeat with the remaining chicken breasts
 Place the slices into the pocket of each chicken breasts, then sprinkle papaya slices with cinnamon to taste
 Dip the chicken breast halves one at a time into the melted margarine, then the cracker crumbs

Heat 1 tablespoons of margarine in a skillet over medium-high heat
 Arrange the chicken breasts in the skillet and cook until golden brown on each side, about 10 minutes
 Place browned chicken breasts on the prepared baking sheet

Bake in the preheated oven for about 20 minutes, then flip each chicken breast
 Continue baking until the chicken breasts are no longer pink in the center and the juices run clear, about 20 minutes more
 An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)

Bring the rice and water to a boil in a saucepan over high heat
 Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes

Meanwhile, melt the remaining 1 tablespoon of margarine in the same skillet used to brown the chicken over medium-high heat, scraping up any browned bits
 Stir in the orange juice, pineapple, brown sugar, 1/2 teaspoon of cinnamon, nutmeg, cayenne, salt and pepper
 Reduce heat to medium and simmer until reduced, about 30 minutes
 Reduce the heat once more to low and continue simmering until the sauce is thickened
 Serve the chicken breasts over the rice with the pineapple sauce spooned on top
"
Can you break down the steps to cook Papaya-Stuffed Chicken and Basmati Rice?,"To prepare Papaya-Stuffed Chicken and Basmati Rice, follow these steps: 
Preheat an oven to 350 degrees F (175 degrees C)
 Line a baking sheet with aluminum foil

Lay a chicken breast flat onto your work surface
 Use the tip of a sharp boning or paring knife to cut a pocket in the chicken breast through a 2 inch slit in the side
 Repeat with the remaining chicken breasts
 Place the slices into the pocket of each chicken breasts, then sprinkle papaya slices with cinnamon to taste
 Dip the chicken breast halves one at a time into the melted margarine, then the cracker crumbs

Heat 1 tablespoons of margarine in a skillet over medium-high heat
 Arrange the chicken breasts in the skillet and cook until golden brown on each side, about 10 minutes
 Place browned chicken breasts on the prepared baking sheet

Bake in the preheated oven for about 20 minutes, then flip each chicken breast
 Continue baking until the chicken breasts are no longer pink in the center and the juices run clear, about 20 minutes more
 An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)

Bring the rice and water to a boil in a saucepan over high heat
 Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes

Meanwhile, melt the remaining 1 tablespoon of margarine in the same skillet used to brown the chicken over medium-high heat, scraping up any browned bits
 Stir in the orange juice, pineapple, brown sugar, 1/2 teaspoon of cinnamon, nutmeg, cayenne, salt and pepper
 Reduce heat to medium and simmer until reduced, about 30 minutes
 Reduce the heat once more to low and continue simmering until the sauce is thickened
 Serve the chicken breasts over the rice with the pineapple sauce spooned on top
"
How many servings does Georgie's Mango Papaya Salad yield?,Georgie's Mango Papaya Salad yields 6 servings. This is great for group serving meal.
How many servings does Georgie's Mango Papaya Salad yield?,Georgie's Mango Papaya Salad yields 6 servings. This is great for group serving meal.
Can you give me the full recipe for Georgie's Mango Papaya Salad?,"Here is the full recipe for Georgie's Mango Papaya Salad:
Ingredients: 1  large mango - peeled, seeded and halved, 1  medium papaya - peeled, seeded and halved, 1  avocado - peeled, pitted and diced, 3 tablespoons balsamic vinegar, 1 tablespoon butter, ¼ cup blanched slivered almonds, 1 teaspoon brown sugar, 1 head romaine lettuce, torn into bite-size pieces,   salt to taste
Servings: 6
Prep time: 15 mins
Cook time: nan
Directions: Place half of the mango and half of the papaya into the container of a food processor or blender along with balsamic vinegar. Puree until smooth, and set aside.
Melt butter in a small skillet over medium heat. Add almonds, and cook stirring constantly until lightly browned. Add brown sugar, and stir to coat. Remove from heat, and pour candied almonds onto a piece of waxed paper, separating any clumps. Set aside to cool.
Just before serving, place romaine lettuce in a large serving bowl. Cube remaining mango and papaya halves, and toss gently with avocado and lettuce. Drizzle the pureed fruit over the salad and lightly salt. Sprinkle with candied almonds, and serve immediately.
Nutrition: Total Fat 9g 12%,
 Saturated Fat 2g 11%,
 Cholesterol 5mg 2%,
 Sodium 25mg 1%,
 Total Carbohydrate 16g 6%,
 Dietary Fiber 5g 18%,
 Total Sugars 10g,
 Protein 3g,
 Vitamin C 43mg 215%,
 Calcium 47mg 4%,
 Iron 1mg 6%,
 Potassium 459mg 10%"
How do I make Thai-Inspired Confetti Salad?,"To prepare Thai-Inspired Confetti Salad, follow these steps: 
Combine tomato, beans, cucumber, and papaya in a large bowl
 Toss with garlic and chile pepper

Stir together lemon juice, lime juice, fish sauce, and sugar in a small bowl
 Pour over papaya mixture and toss
 Sprinkle peanuts and cilantro on top and serve
"
What ingredients do I need to make Thai-Inspired Confetti Salad?,"To prepare Thai-Inspired Confetti Salad, follow these steps: 
Combine tomato, beans, cucumber, and papaya in a large bowl
 Toss with garlic and chile pepper

Stir together lemon juice, lime juice, fish sauce, and sugar in a small bowl
 Pour over papaya mixture and toss
 Sprinkle peanuts and cilantro on top and serve
"
Can you give me the full recipe for Thai-Inspired Confetti Salad?,"Here is the full recipe for Thai-Inspired Confetti Salad:
Ingredients: 1  Roma tomato, chopped, 1 ½ cups fresh green beans, cut into 1/2 inch pieces, 1  cucumber, cut into 1/2 inch cubes, 1 ½ cups cubed papaya, 2 cloves cloves garlic, minced, 1  fresh Thai or Serrano chile, finely minced, 1  lemon, juiced, 2  limes, juiced, 2 tablespoons fish sauce, 1 tablespoon white sugar, ½ cup roasted peanuts, chopped, ¼ cup cilantro leaves, chopped
Servings: 4
Prep time: 35 mins
Cook time: nan
Directions: Combine tomato, beans, cucumber, and papaya in a large bowl. Toss with garlic and chile pepper.
Stir together lemon juice, lime juice, fish sauce, and sugar in a small bowl. Pour over papaya mixture and toss. Sprinkle peanuts and cilantro on top and serve.
Nutrition: Total Fat 9g 12%,
 Saturated Fat 1g 7%,
 Sodium 704mg 31%,
 Total Carbohydrate 24g 9%,
 Dietary Fiber 7g 23%,
 Total Sugars 9g,
 Protein 7g,
 Vitamin C 101mg 505%,
 Calcium 77mg 6%,
 Iron 2mg 9%,
 Potassium 532mg 11%"
How long does it take to prepare Thai-Inspired Confetti Salad?,Thai-Inspired Confetti Salad usually takes 35 mins minutes to prepare and nan minutes to cook.
What ingredients do I need to make Baby Back Ribs with Papaya Sauce?,"To prepare Baby Back Ribs with Papaya Sauce, follow these steps: 
Place the garlic, papaya, water, wine, honey, and tomato paste into a food processor
 Pulse until until the mixture is finely chopped, about 15 seconds

Place the ribs into a 9x13-inch glass baking dish and pour the marinade overtop
 Mix the ribs around in the marinade to ensure they are evenly coated
 Cover with plastic wrap, and refrigerate for at least 6 hours, or overnight for best results

Preheat an oven to 400 degrees F (200 degrees C)

Remove ribs from the marinade, and shake off excess
 Scrape the marinade into a small saucepan and bring to a boil over high heat
 Reduce heat to medium-low, and simmer for 10 minutes; set aside

Bake the ribs in the preheated oven until the meat pulls away easily from the bone, about 1 1/2 hours
 Baste every 15 minutes with the reserved marinade
"
Can you break down the steps to cook Baby Back Ribs with Papaya Sauce?,"To prepare Baby Back Ribs with Papaya Sauce, follow these steps: 
Place the garlic, papaya, water, wine, honey, and tomato paste into a food processor
 Pulse until until the mixture is finely chopped, about 15 seconds

Place the ribs into a 9x13-inch glass baking dish and pour the marinade overtop
 Mix the ribs around in the marinade to ensure they are evenly coated
 Cover with plastic wrap, and refrigerate for at least 6 hours, or overnight for best results

Preheat an oven to 400 degrees F (200 degrees C)

Remove ribs from the marinade, and shake off excess
 Scrape the marinade into a small saucepan and bring to a boil over high heat
 Reduce heat to medium-low, and simmer for 10 minutes; set aside

Bake the ribs in the preheated oven until the meat pulls away easily from the bone, about 1 1/2 hours
 Baste every 15 minutes with the reserved marinade
"
What is the prep and cook time for Papaya Passion Smoothie?,Papaya Passion Smoothie usually takes 10 mins minutes to prepare and nan minutes to cook.
What are the steps to prepare Papaya Passion Smoothie?,"To prepare Papaya Passion Smoothie, follow these steps: 
Place papaya, milk, sugar, condensed milk, yogurt, cream cheese, and ice in a blender
 Blend until smooth
 Serve immediately
"
What is the nutrition information for Papaya Passion Smoothie?,"Here is the nutrition information for Papaya Passion Smoothie: Total Fat 5g 6%,
 Saturated Fat 3g 16%,
 Cholesterol 18mg 6%,
 Sodium 92mg 4%,
 Total Carbohydrate 29g 11%,
 Dietary Fiber 1g 3%,
 Total Sugars 28g,
 Protein 6g,
 Vitamin C 30mg 149%,
 Calcium 216mg 17%,
 Iron 0mg 1%,
 Potassium 385mg 8%"
How do I make Papaya Passion Smoothie?,"To prepare Papaya Passion Smoothie, follow these steps: 
Place papaya, milk, sugar, condensed milk, yogurt, cream cheese, and ice in a blender
 Blend until smooth
 Serve immediately
"
Can you break down the steps to cook Papaya Passion Smoothie?,"To prepare Papaya Passion Smoothie, follow these steps: 
Place papaya, milk, sugar, condensed milk, yogurt, cream cheese, and ice in a blender
 Blend until smooth
 Serve immediately
"
How long does it take to prepare Cobb Salad?,Cobb Salad usually takes 20 mins minutes to prepare and 10 mins minutes to cook.
What is the prep and cook time for Cobb Salad?,Cobb Salad usually takes 20 mins minutes to prepare and 10 mins minutes to cook.
How long does it take to prepare Cobb Salad?,Cobb Salad usually takes 20 mins minutes to prepare and 10 mins minutes to cook.
Can you give me the full recipe for Cobb Salad?,"Here is the full recipe for Cobb Salad:
Ingredients: 6 slices bacon, 3  eggs, 1 head iceberg lettuce, shredded, 3 cups chopped, cooked chicken meat, 2  tomatoes, seeded and chopped, ¾ cup blue cheese, crumbled, 3  green onions, chopped, 1  avocado - peeled, pitted and diced, 1 (8 ounce) bottle Ranch-style salad dressing
Servings: 6
Prep time: 20 mins
Cook time: 10 mins
Directions: Place eggs in a saucepan and cover completely with cold water; bring to a boil, then cover and remove from heat. Let eggs sit for 10 to 12 minutes, then cool, peel and chop.
While the eggs are cooking, place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown, 7 to 10 minutes. Drain, crumble, and set aside.
Divide shredded lettuce among individual plates. Top with rows of bacon, eggs, chicken, tomatoes, blue cheese, green onions, and avocado. Drizzle with dressing.
Nutrition: Total Fat 40g 51%,
 Saturated Fat 10g 50%,
 Cholesterol 179mg 60%,
 Sodium 915mg 40%,
 Total Carbohydrate 10g 4%,
 Dietary Fiber 4g 15%,
 Total Sugars 5g,
 Protein 32g,
 Vitamin C 13mg 63%,
 Calcium 153mg 12%,
 Iron 2mg 12%,
 Potassium 720mg 15%"
Can you give me the full recipe for Cobb Salad?,"Here is the full recipe for Cobb Salad:
Ingredients: 6 slices bacon, 3  eggs, 1 head iceberg lettuce, shredded, 3 cups chopped, cooked chicken meat, 2  tomatoes, seeded and chopped, ¾ cup blue cheese, crumbled, 3  green onions, chopped, 1  avocado - peeled, pitted and diced, 1 (8 ounce) bottle Ranch-style salad dressing
Servings: 6
Prep time: 20 mins
Cook time: 10 mins
Directions: Place eggs in a saucepan and cover completely with cold water; bring to a boil, then cover and remove from heat. Let eggs sit for 10 to 12 minutes, then cool, peel and chop.
While the eggs are cooking, place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown, 7 to 10 minutes. Drain, crumble, and set aside.
Divide shredded lettuce among individual plates. Top with rows of bacon, eggs, chicken, tomatoes, blue cheese, green onions, and avocado. Drizzle with dressing.
Nutrition: Total Fat 40g 51%,
 Saturated Fat 10g 50%,
 Cholesterol 179mg 60%,
 Sodium 915mg 40%,
 Total Carbohydrate 10g 4%,
 Dietary Fiber 4g 15%,
 Total Sugars 5g,
 Protein 32g,
 Vitamin C 13mg 63%,
 Calcium 153mg 12%,
 Iron 2mg 12%,
 Potassium 720mg 15%"
What is the nutrition information for Avocado Breakfast Sandwich?,"Here is the nutrition information for Avocado Breakfast Sandwich: Total Fat 44g 56%,
 Saturated Fat 21g 103%,
 Cholesterol 86mg 29%,
 Sodium 546mg 24%,
 Total Carbohydrate 22g 8%,
 Dietary Fiber 1g 4%,
 Protein 18g,
 Calcium 463mg 36%,
 Iron 2mg 8%,
 Potassium 97mg 2%"
What is the prep and cook time for Avocado Breakfast Sandwich?,Avocado Breakfast Sandwich usually takes 10 mins minutes to prepare and 6 mins minutes to cook.
Can you give me the full recipe for Avocado Breakfast Sandwich?,"Here is the full recipe for Avocado Breakfast Sandwich:
Ingredients: 1 tablespoon olive oil, 2  large eggs,   salt and ground black pepper to taste, 1 tablespoon butter, softened, 2 slices Italian bread, 1 ounce Swiss cheese, sliced, 1 ounce Cheddar cheese, sliced, ½  ripe avocado, sliced
Servings: 1
Prep time: 10 mins
Cook time: 6 mins
Directions: Heat olive oil in a skillet over medium heat. Crack eggs into skillet; cook for 1 to 2 minutes. Flip and cook egg until done, 2 to 5 minutes more. Transfer eggs to a plate and season with salt and pepper.
Spread butter onto 1 side of each bread slice.
Heat a skillet over medium heat. Lay bread slices in the hot skillet, butter-side down. Quickly layer Swiss cheese, 1 fried egg, Cheddar cheese, 1 fried egg, avocado, and remaining bread slice, butter-side up. Carefully flip sandwich to grill other side until golden brown, 3 to 4 minutes.
Remove sandwich from skillet and cut in half.
Nutrition: Total Fat 44g 56%,
 Saturated Fat 21g 103%,
 Cholesterol 86mg 29%,
 Sodium 546mg 24%,
 Total Carbohydrate 22g 8%,
 Dietary Fiber 1g 4%,
 Protein 18g,
 Calcium 463mg 36%,
 Iron 2mg 8%,
 Potassium 97mg 2%"
Can you give me the full recipe for Seven-Layer Dip?,"Here is the full recipe for Seven-Layer Dip:
Ingredients: 2  avocados - peeled, pitted and diced, ¼ cup chopped fresh cilantro, ¼ cup salsa, 1 ½ tablespoons fresh lime juice, ¼ teaspoon garlic salt,   ground black pepper to taste, 1 (8 ounce) container sour cream, 1 (1 ounce) package taco seasoning mix, 1 (16 ounce) can refried beans, 4  roma (plum) tomatoes, diced, 1 bunch green onions, finely chopped, 2 cups shredded Mexican-style cheese blend, 1 (2.25 ounce) can black olives - drained and finely chopped
Servings: 64
Prep time: 20 mins
Cook time: nan
Directions: Mash avocados in a medium bowl to desired consistency. Mix in cilantro, salsa, lime juice, garlic salt, and pepper. Set aside.
Blend sour cream and taco seasoning in a small bowl until combined. Set aside.
Spread refried beans in a 9x13-inch dish or on a large serving platter. Top with sour cream mixture; cover with guacamole. Top with tomatoes, green onions, Mexican-style cheese blend, and black olives.
Nutrition: Total Fat 3g 4%,
 Saturated Fat 1g 7%,
 Cholesterol 5mg 2%,
 Sodium 92mg 4%,
 Total Carbohydrate 3g 1%,
 Dietary Fiber 1g 4%,
 Total Sugars 0g,
 Protein 2g,
 Vitamin C 2mg 12%,
 Calcium 12mg 1%,
 Iron 0mg 2%,
 Potassium 78mg 2%"
What is the nutrition information for Seven-Layer Dip?,"Here is the nutrition information for Seven-Layer Dip: Total Fat 3g 4%,
 Saturated Fat 1g 7%,
 Cholesterol 5mg 2%,
 Sodium 92mg 4%,
 Total Carbohydrate 3g 1%,
 Dietary Fiber 1g 4%,
 Total Sugars 0g,
 Protein 2g,
 Vitamin C 2mg 12%,
 Calcium 12mg 1%,
 Iron 0mg 2%,
 Potassium 78mg 2%"
How do I make Seven-Layer Dip?,"To prepare Seven-Layer Dip, follow these steps: 
Mash avocados in a medium bowl to desired consistency
 Mix in cilantro, salsa, lime juice, garlic salt, and pepper
 Set aside

Blend sour cream and taco seasoning in a small bowl until combined
 Set aside

Spread refried beans in a 9x13-inch dish or on a large serving platter
 Top with sour cream mixture; cover with guacamole
 Top with tomatoes, green onions, Mexican-style cheese blend, and black olives
"
What is the nutrition information for Seven-Layer Dip?,"Here is the nutrition information for Seven-Layer Dip: Total Fat 3g 4%,
 Saturated Fat 1g 7%,
 Cholesterol 5mg 2%,
 Sodium 92mg 4%,
 Total Carbohydrate 3g 1%,
 Dietary Fiber 1g 4%,
 Total Sugars 0g,
 Protein 2g,
 Vitamin C 2mg 12%,
 Calcium 12mg 1%,
 Iron 0mg 2%,
 Potassium 78mg 2%"
What is the prep and cook time for Avocado Smoothie?,Avocado Smoothie usually takes 5 mins minutes to prepare and nan minutes to cook.
What is the prep and cook time for Avocado Smoothie?,Avocado Smoothie usually takes 5 mins minutes to prepare and nan minutes to cook.
How do I make Avocado Smoothie?,"To prepare Avocado Smoothie, follow these steps: 
Place milk, avocado, yogurt, and honey into a blender; add ice cubes and blend until smooth
"
What is the prep and cook time for Avocado Smoothie?,Avocado Smoothie usually takes 5 mins minutes to prepare and nan minutes to cook.
